Id,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,LotFrontage,LotArea,MasVnrArea,CentralAir,Heating,Electrical,Foundation,Exterior1st,Exterior2nd,RoofStyle,SaleCondition,MoSold,YrSold,SalePrice
3802,NorthVan,Duplex,7.0,4.0,1973,1988,1403.4259207667774,1142.068260825004,3.0,1.0,3.0,1.0,10.0,0.0,4.0,688.986408476673,55.46193292243888,14187.007544285603,23.94456284823491,Y,HeatPump,Mix,Slab,Brick,Brick,TorchOn,AdjLand,9.0,2023.0,220903.7966730065
3803,NewWest,Detached,9.0,6.0,2002,1972,738.1667880359049,973.7890141247296,1.0,1.0,3.0,1.0,7.0,3.0,1.0,511.32049180114336,43.48404872845163,10280.696367112849,226.1153836572201,Y,HeatPump,SBrkr,PConc,Stucco,Stucco,Asphalt,Abnorml,6.0,2020.0,193733.23739992618
3804,Surrey,Townhouse,7.0,6.0,-9223372036854775808,1966,1244.2920933290636,1730.2883135954573,2.0,0.0,2.0,1.0,6.0,2.0,1.0,195.49322297225171,40.84307246843573,8432.17200043464,155.95537353062488,Y,Electric,FuseA,PConc,Vinyl,Vinyl,Cedar,Abnorml,9.0,2020.0,166375.62682355294
3805,Delta,BasementSuite,4.0,5.0,1980,1968,37.666602826365875,1418.7777598809803,3.0,1.0,3.0,1.0,6.0,3.0,3.0,689.1013626966402,63.4868586530424,6257.805905833173,34.60554381125161,Y,Gas,FuseP,Slab,Vinyl,Vinyl,TorchOn,Normal,9.0,2021.0,117766.65945187423
3806,Richmond,Duplex,6.0,4.0,1928,1974,1113.1073521260282,685.7178267610506,3.0,1.0,3.0,1.0,5.0,1.0,1.0,0.0,58.85967841672584,8609.53855603712,48.42003030366663,N,Radiant,Mix,CBlock,Stucco,Stucco,Asphalt,Abnorml,5.0,2020.0,229303.49485645036
3807,Langley,Townhouse,4.0,4.0,1995,2013,907.6408411400995,1301.9966901801326,1.0,1.0,1.0,1.0,6.0,2.0,2.0,284.70771241605746,46.1294139730508,5197.166424216106,20.1395834316789,Y,Gas,FuseF,Stone,Wood,Wood,Cedar,Abnorml,5.0,2020.0,197098.58662569546
3808,Surrey,Duplex,7.0,3.0,1955,1986,1784.5095735737896,1645.303163929344,2.0,1.0,4.0,0.0,5.0,1.0,3.0,466.18878440623564,,13300.022538200552,0.0,Y,Gas,FuseA,Slab,Vinyl,Vinyl,Cedar,AdjLand,1.0,2020.0,232547.61137277866
3809,Langley,BasementSuite,4.0,5.0,1933,2009,387.7697994685709,1153.45416131176,3.0,1.0,2.0,1.0,5.0,0.0,1.0,456.2724731435325,78.2402980311812,10582.065180949496,185.28012740364468,N,Gas,SBrkr,BrkTil,Vinyl,Vinyl,Cedar,Normal,11.0,2024.0,185278.58277484102
3810,Richmond,Townhouse,6.0,6.0,1949,2066,1044.9244810185198,1644.8404599364912,4.0,1.0,5.0,1.0,7.0,0.0,2.0,427.9221229473434,62.29718825857989,7137.521029592237,120.51449005286221,N,Electric,FuseA,Stone,Wood,Wood,TorchOn,Abnorml,4.0,2021.0,158142.77215414404
3811,Burnaby,Condo,4.0,3.0,1936,2031,385.62252693145604,400.0,4.0,2.0,4.0,1.0,,1.0,3.0,349.8812135221082,22.635917107256773,7943.057697916922,223.05684650062747,Y,HeatPump,FuseP,CBlock,Stucco,Stucco,Asphalt,Partial,7.0,2022.0,242580.06177942603
3812,NewWest,Townhouse,6.0,4.0,1972,1989,857.6022933931423,2279.1585911551347,0.0,1.0,3.0,1.0,5.0,1.0,4.0,445.08058800013424,77.9432703392582,11262.62720793744,120.47972241062249,N,Electric,FuseP,Slab,Vinyl,Vinyl,Metal,Partial,11.0,2020.0,187899.74746294325
3813,Coquitlam,Townhouse,5.0,5.0,1988,1976,454.5957620386139,,3.0,2.0,1.0,1.0,8.0,1.0,2.0,120.43775565422817,75.17866485759733,6370.322689783639,22.391729330497128,N,HeatPump,FuseP,CBlock,Vinyl,Vinyl,Cedar,Partial,3.0,2020.0,291595.80271693866
3814,NorthVan,Detached,6.0,6.0,2000,2010,,537.9065408574179,1.0,1.0,4.0,0.0,5.0,0.0,2.0,202.18637768942915,,11705.236399927286,124.70144565130039,Y,Radiant,Mix,Stone,Wood,Wood,Metal,Abnorml,7.0,2018.0,194992.44295280887
3815,Coquitlam,Condo,6.0,3.0,1954,2010,925.5582461786541,400.0,3.0,2.0,3.0,1.0,5.0,1.0,3.0,446.07731614358335,85.04038464226905,12100.498938323994,0.0,Y,Gas,FuseF,Stone,Brick,Brick,TorchOn,Normal,8.0,2021.0,113548.14332669013
3816,NewWest,Townhouse,5.0,8.0,2011,2003,976.139677341494,1621.260804913628,1.0,2.0,2.0,1.0,4.0,0.0,1.0,889.100153502709,43.09442279305662,14083.22012735412,94.58832745483569,Y,Radiant,FuseF,Slab,Vinyl,Vinyl,TorchOn,Partial,8.0,2023.0,242854.84683644568
3817,NewWest,Condo,7.0,6.0,1969,2026,1035.0431962131438,1029.3583806854847,1.0,1.0,4.0,1.0,6.0,1.0,3.0,511.3990631500607,55.08693716626868,9258.374101259213,107.64581932560586,Y,Gas,FuseP,CBlock,Stucco,Stucco,Asphalt,Normal,7.0,2022.0,189164.5127605854
3818,Downtown,Detached,6.0,4.0,2007,1966,653.7031225243456,1651.56237713953,2.0,1.0,1.0,1.0,5.0,0.0,3.0,816.3802348294842,,13369.147539461472,0.0,Y,Electric,FuseP,Stone,Brick,Brick,Cedar,Normal,3.0,2021.0,204526.76254799945
3819,NewWest,Condo,5.0,3.0,1965,1997,1419.3335567812715,1920.4089666016234,3.0,1.0,3.0,1.0,4.0,1.0,3.0,558.2231658239787,50.5529378014222,9082.409592731814,60.838731546505294,Y,Radiant,FuseF,PConc,Brick,Brick,Asphalt,Normal,9.0,2022.0,100945.2628176987
3820,Surrey,Townhouse,9.0,5.0,1963,1989,1274.0679509202198,1111.4458799492206,2.0,1.0,5.0,2.0,5.0,2.0,2.0,633.2656801464343,95.42935896925121,4498.7063624256525,44.00842933766518,Y,Gas,Mix,Slab,Stucco,Stucco,Asphalt,Partial,3.0,2023.0,167927.75732693903
3821,Richmond,Duplex,7.0,6.0,1987,2007,1371.2784269351232,1867.317681303538,1.0,0.0,4.0,1.0,9.0,1.0,2.0,364.2614570338867,,11647.232701491654,105.68072365914328,Y,Electric,FuseP,Slab,Stucco,Stucco,Metal,Abnorml,9.0,2019.0,250747.58495191697
3822,Delta,BasementSuite,6.0,4.0,1979,1978,623.7133412872986,1949.76945499661,0.0,1.0,3.0,1.0,6.0,1.0,4.0,626.7836545906476,73.43291525483386,12704.83511171077,212.8654989749401,Y,HeatPump,FuseF,PConc,Vinyl,Vinyl,Asphalt,AdjLand,8.0,2022.0,
3823,Surrey,Condo,8.0,3.0,1953,1999,1447.3603253354179,1723.9662395789155,1.0,1.0,3.0,1.0,5.0,1.0,2.0,708.8647267902192,,7167.897281946764,36.67647808466516,Y,HeatPump,FuseP,CBlock,Stucco,Stucco,Cedar,Partial,4.0,2019.0,165014.94162620135
3824,NorthVan,Condo,9.0,4.0,2004,1945,1406.9444477642078,2162.454339197119,3.0,1.0,3.0,0.0,4.0,2.0,3.0,799.481786921992,,3505.9543217869223,22.011808725053257,Y,Gas,FuseF,Stone,Brick,Brick,Cedar,AdjLand,4.0,2019.0,196731.29709354526
3825,Burnaby,Townhouse,6.0,5.0,1941,1989,968.6624377532139,1041.0615637813767,3.0,1.0,5.0,0.0,8.0,2.0,2.0,424.8248788176894,20.0,10353.141244334907,21.240814461788673,Y,HeatPump,FuseA,BrkTil,Stucco,Stucco,TorchOn,Partial,2.0,2023.0,203780.93237656212
3826,Burnaby,BasementSuite,7.0,5.0,1987,2032,1363.2573764402475,818.930699897977,1.0,1.0,1.0,,6.0,3.0,1.0,119.57708000206947,72.38819286292946,7701.057600904844,31.31592065937471,Y,Electric,Mix,PConc,Vinyl,Vinyl,Cedar,Abnorml,7.0,2022.0,196221.30760076514
3827,Burnaby,Condo,5.0,8.0,1986,1977,1145.4350681530007,678.0076690268188,1.0,1.0,4.0,1.0,7.0,0.0,1.0,611.0260802103048,67.91754656722203,8462.174049627221,184.62495683530852,Y,Radiant,SBrkr,PConc,Wood,Wood,Metal,Partial,1.0,2021.0,228172.40892101757
3828,NorthVan,Townhouse,6.0,2.0,2001,1987,492.10016375065857,1531.1947958760095,1.0,1.0,3.0,1.0,8.0,1.0,2.0,828.867240835982,,7024.054244949815,70.58156462178161,Y,HeatPump,FuseP,PConc,Vinyl,Vinyl,Cedar,Partial,2.0,2021.0,147904.94558240465
3829,Richmond,Duplex,6.0,4.0,2002,2016,986.0179343307859,1720.6561262963733,2.0,1.0,3.0,1.0,5.0,2.0,3.0,386.86555173349814,65.63106131056338,17439.856454203407,97.83558864906082,Y,Gas,FuseF,PConc,Brick,Brick,TorchOn,AdjLand,10.0,2020.0,256058.05942284892
3830,Burnaby,Duplex,6.0,4.0,1964,2001,881.4714867771233,1815.6883816719076,2.0,0.0,1.0,1.0,7.0,2.0,2.0,423.7907529098766,56.72778070160132,9648.839007873143,88.28252900846715,Y,HeatPump,FuseP,BrkTil,Vinyl,Vinyl,Metal,Partial,6.0,2022.0,186167.04190162395
3831,Downtown,Detached,,6.0,1970,1947,1079.896750816763,1472.2574346933002,2.0,1.0,3.0,1.0,4.0,1.0,2.0,446.10574520605655,30.077342107427498,7849.6667194675765,192.3111444010038,Y,Electric,SBrkr,CBlock,Brick,Brick,Asphalt,Partial,9.0,2022.0,236187.74721038248
3832,Richmond,BasementSuite,7.0,6.0,1968,1986,1407.3942007066578,1657.1415605332631,0.0,1.0,2.0,1.0,8.0,2.0,2.0,287.3171583525833,,4535.74384577711,0.0,N,Electric,FuseF,Stone,Brick,Brick,Metal,AdjLand,4.0,2019.0,258505.68554855319
3833,Langley,Detached,6.0,5.0,2022,1999,475.53053256430906,1664.1996836844098,0.0,1.0,4.0,2.0,5.0,1.0,2.0,116.35981707758361,23.847905428756746,11654.120025910888,0.0,Y,Electric,SBrkr,Slab,Wood,Wood,Cedar,Abnorml,8.0,2019.0,146495.5558925017
3834,Burnaby,Townhouse,4.0,7.0,1989,2024,894.7477321858471,1718.1081048323404,2.0,1.0,,1.0,7.0,0.0,4.0,867.433351102373,70.58817628990633,10924.868720684492,88.62197808972024,Y,Gas,FuseP,PConc,Vinyl,Vinyl,Asphalt,AdjLand,5.0,2021.0,188186.96802313955
3835,Surrey,Townhouse,5.0,3.0,2001,2019,762.356898463531,1756.3985586751312,3.0,0.0,1.0,1.0,2.0,1.0,4.0,540.16831088802,52.502932830808845,10551.21783490652,157.21968679614918,Y,Radiant,FuseP,Stone,Vinyl,Vinyl,Cedar,Abnorml,3.0,2023.0,154360.09229618777
3836,Surrey,Detached,5.0,4.0,1962,1988,777.3880431412526,1952.3472091559208,2.0,1.0,2.0,0.0,8.0,0.0,2.0,357.7716923090612,36.40514984742191,7317.536300069779,222.31190142772743,Y,Gas,FuseP,PConc,Wood,Wood,Metal,Normal,4.0,2018.0,278792.8895948519
3837,NorthVan,Townhouse,6.0,3.0,1936,2005,761.9118329082513,878.8096597712234,,1.0,2.0,2.0,4.0,1.0,1.0,703.8322518990385,,11880.520807364132,56.9646448217318,Y,Radiant,FuseF,Stone,Wood,Wood,TorchOn,Normal,4.0,2021.0,156157.76941383755
3838,Langley,Detached,8.0,5.0,1941,1988,1073.8596244181529,1133.7895386199127,0.0,2.0,4.0,1.0,6.0,1.0,2.0,354.54951786892445,130.44887662756634,7211.404870240474,50.86885998582111,Y,HeatPump,FuseP,CBlock,Brick,Brick,Metal,Normal,9.0,2019.0,202991.1299723413
3839,Surrey,Detached,4.0,5.0,2000,1977,1233.1114084930687,1743.6303093545648,2.0,1.0,3.0,1.0,8.0,0.0,2.0,607.7357811432427,,9148.417132279745,76.48163657477627,N,Radiant,FuseF,BrkTil,Brick,Brick,Cedar,Normal,7.0,2018.0,103151.97912348672
3840,Coquitlam,Duplex,5.0,6.0,1948,2017,1171.913735611334,671.886444282862,3.0,1.0,4.0,2.0,8.0,2.0,1.0,529.9294963226565,,11150.150991471175,119.68755838348756,Y,Radiant,Mix,BrkTil,Stucco,Stucco,Asphalt,Partial,12.0,2023.0,241141.60628647642
3841,Burnaby,BasementSuite,7.0,8.0,2065,2015,1114.9838726457047,1431.3868548824046,2.0,2.0,2.0,0.0,6.0,1.0,3.0,516.8436263885578,32.26453189575854,10525.988274599778,14.712365730311248,Y,Gas,FuseA,Slab,Brick,Brick,Cedar,Abnorml,8.0,2022.0,144606.42341209407
3842,NewWest,Duplex,6.0,7.0,1957,1996,1267.6105707389752,2011.5912698287634,1.0,2.0,4.0,0.0,4.0,1.0,2.0,280.77311514080174,40.420748251546314,7564.276829771805,154.1525038184099,N,Electric,FuseA,BrkTil,Brick,Brick,Metal,Partial,3.0,2023.0,211070.80761183213
3843,Downtown,Condo,7.0,3.0,1980,1973,1883.114146728636,2258.3582859907337,0.0,0.0,4.0,0.0,5.0,2.0,2.0,495.05054146861295,65.38906776655944,10587.366099560822,0.1705732249625953,Y,HeatPump,FuseP,CBlock,Brick,Brick,Metal,Normal,1.0,2019.0,155369.95049819953
3844,NewWest,BasementSuite,6.0,5.0,1980,1989,1097.5619950098605,1820.6277591945607,2.0,0.0,4.0,1.0,7.0,2.0,2.0,639.8075946037345,49.121653282678125,6655.21736098395,351.14443295131457,Y,Gas,SBrkr,Slab,Brick,Brick,Cedar,Abnorml,12.0,2019.0,199454.34122506017
3845,Delta,Condo,6.0,6.0,1975,1990,1407.3984409846457,,1.0,2.0,3.0,1.0,4.0,2.0,3.0,678.9667852705331,68.43784756740322,8775.354272766213,44.46361365787044,Y,Electric,FuseA,PConc,Stucco,Stucco,TorchOn,Partial,4.0,2021.0,183109.90263464293
3846,NorthVan,Condo,6.0,6.0,1933,2013,1387.4642020999154,1971.5860433744517,1.0,2.0,3.0,1.0,8.0,0.0,0.0,405.07350697941934,87.93711070481004,6898.02339219179,232.20995124923678,N,Radiant,SBrkr,BrkTil,Vinyl,Vinyl,Asphalt,Normal,6.0,2021.0,232539.1978481213
3847,Langley,Detached,7.0,8.0,1977,1982,1672.227957060716,1708.5318299723092,2.0,1.0,2.0,2.0,5.0,0.0,2.0,536.4561332835167,66.70794827449306,6939.357435608947,104.4086881793116,Y,Electric,FuseP,Stone,Brick,Brick,TorchOn,Partial,2.0,2021.0,119723.89119768978
3848,NorthVan,Duplex,4.0,5.0,1977,1990,1246.1816027325253,1823.7767104266659,4.0,1.0,4.0,1.0,8.0,0.0,1.0,401.22574791763304,116.42005396738324,8722.638570543759,106.36561736324667,Y,HeatPump,FuseP,PConc,Stucco,Stucco,TorchOn,Normal,6.0,2019.0,220650.18299487536
3849,Surrey,Condo,5.0,5.0,1961,1994,754.489336659123,2442.2986639721867,1.0,1.0,3.0,1.0,4.0,3.0,1.0,364.257251145268,35.26347253501424,10857.079045642113,27.50530397625829,Y,Gas,Mix,PConc,Brick,Brick,TorchOn,Normal,9.0,2022.0,35312.76661255176
3850,Downtown,Duplex,6.0,8.0,2025,1983,1156.7086723576574,1526.2214845633255,1.0,0.0,4.0,0.0,5.0,0.0,0.0,407.590902191677,65.00407693503507,11136.930072653617,191.28081130491722,Y,Electric,FuseF,Slab,Stucco,Stucco,Cedar,Partial,12.0,2019.0,199223.816990438
3851,Burnaby,Townhouse,7.0,6.0,1920,1996,1137.8985601961417,1382.2033559665415,2.0,1.0,1.0,1.0,10.0,2.0,0.0,518.0386688830026,63.33045486723219,9895.145834813684,0.0,N,Electric,SBrkr,CBlock,Stucco,Stucco,Metal,Partial,3.0,2021.0,198037.2147813961
3852,NewWest,Condo,8.0,4.0,1924,1992,1335.3139130757218,2161.5193526052226,3.0,1.0,3.0,0.0,4.0,0.0,2.0,711.3831250717956,74.83812562647567,8843.746353893526,82.38640453031017,Y,Gas,Mix,BrkTil,Wood,Wood,TorchOn,Partial,5.0,2020.0,150481.39763260185
3853,Richmond,Duplex,5.0,4.0,1992,1969,744.3111656752026,1437.5872109252236,2.0,1.0,4.0,1.0,6.0,0.0,2.0,594.2676838779626,,13627.279930800065,149.0062021275902,Y,Electric,FuseA,Slab,Stucco,Stucco,Asphalt,Abnorml,5.0,2023.0,156826.46500414558
3854,NewWest,Condo,8.0,5.0,1967,1976,1493.2123758858665,1741.0697891588045,3.0,1.0,3.0,1.0,5.0,0.0,3.0,190.95407187069753,43.84069601610605,10601.894586044475,209.60995719401683,Y,Gas,SBrkr,Stone,Brick,Brick,Asphalt,Abnorml,12.0,2024.0,163119.71026820038
3855,NewWest,Duplex,5.0,7.0,1943,1954,1051.833002199042,1889.66904645086,1.0,2.0,2.0,1.0,3.0,0.0,3.0,472.51409706211814,37.408311809816965,8660.199892720768,101.5375980986852,Y,Gas,SBrkr,Stone,Wood,Wood,Metal,Partial,2.0,2021.0,44560.01534912278
3856,NewWest,Duplex,8.0,7.0,1975,1971,1343.7827388761061,934.6589504463667,2.0,1.0,3.0,2.0,5.0,1.0,0.0,685.7570733575438,48.125188612880976,8059.260354877639,89.58028286035234,Y,HeatPump,Mix,BrkTil,Brick,Brick,Cedar,AdjLand,8.0,2023.0,170196.86133091207
3857,Downtown,BasementSuite,7.0,4.0,1998,2025,,1485.9491924184308,2.0,1.0,4.0,2.0,7.0,1.0,3.0,307.8228653820952,42.86130954537295,14653.65084318269,86.61227281535848,Y,HeatPump,SBrkr,BrkTil,Stucco,Stucco,Cedar,Partial,1.0,2018.0,193723.19167699877
3858,NorthVan,Detached,5.0,5.0,1921,2006,,1241.302607151136,4.0,1.0,4.0,2.0,4.0,1.0,3.0,0.0,82.29748932006619,15639.278030750545,53.593839048930455,N,Electric,FuseA,BrkTil,Stucco,Stucco,Metal,Normal,1.0,2021.0,122548.32215626977
3859,Burnaby,Detached,6.0,4.0,1991,1969,1131.8497436693197,1308.5386776680589,3.0,1.0,4.0,1.0,5.0,1.0,1.0,548.7833520915524,64.7612077439364,8637.534601454674,0.0,Y,HeatPump,FuseF,PConc,Brick,Brick,Cedar,Normal,7.0,2019.0,181444.64717821495
3860,Downtown,Townhouse,6.0,5.0,1979,1985,1285.1972039834282,1921.9489495398204,2.0,1.0,2.0,2.0,5.0,2.0,4.0,725.6309644308601,,5702.672603251108,171.73884370317768,N,Radiant,SBrkr,PConc,Stucco,Stucco,Cedar,Normal,8.0,2020.0,102773.70898118241
3861,Richmond,Townhouse,7.0,6.0,1963,1968,,924.4756579842798,1.0,0.0,3.0,1.0,6.0,1.0,3.0,612.4301949435121,117.69615674406681,8642.63272591696,0.0,Y,Gas,FuseA,Stone,Wood,Wood,TorchOn,Abnorml,7.0,2020.0,264676.32000035327
3862,NorthVan,BasementSuite,6.0,5.0,1977,2008,343.917915309866,1364.6919466944685,0.0,1.0,4.0,2.0,2.0,0.0,2.0,798.1953797896552,61.16466571633024,11502.048002309888,65.33766526486713,Y,Radiant,SBrkr,PConc,Vinyl,Vinyl,Metal,Partial,9.0,2022.0,213895.50672140764
3863,Delta,BasementSuite,6.0,6.0,1977,1996,1239.0010321234192,1633.573863126472,1.0,1.0,1.0,1.0,5.0,1.0,3.0,562.1779938409084,,10198.276442842181,130.64563073102482,Y,Gas,Mix,Stone,Stucco,Stucco,Asphalt,Partial,8.0,2019.0,294417.3658413233
3864,Delta,Duplex,8.0,6.0,1986,2007,1065.3887286002614,1455.8285417361867,4.0,1.0,5.0,0.0,7.0,0.0,4.0,355.64346074170555,109.53141998647581,12316.887906167656,205.4230458041498,Y,HeatPump,FuseP,Slab,Wood,Wood,Cedar,Normal,5.0,2022.0,214589.69428502338
3865,Surrey,Detached,6.0,4.0,1940,1982,988.0127014783884,1679.5935733057372,0.0,1.0,2.0,1.0,9.0,2.0,2.0,420.67291046230554,46.48921223958604,7489.724401263686,38.71020337507001,Y,Gas,FuseF,Stone,Wood,Wood,Cedar,Normal,4.0,2020.0,147543.17623939866
3866,NorthVan,Detached,7.0,7.0,2002,2015,222.8526219053631,1782.445624039197,1.0,1.0,3.0,1.0,9.0,2.0,2.0,456.4385699366316,112.30720548482324,12097.23659299911,273.4601939537701,Y,Radiant,SBrkr,Stone,Wood,Wood,TorchOn,AdjLand,5.0,2020.0,140537.8514520766
3867,Delta,BasementSuite,6.0,3.0,1999,1960,1253.0726884392561,1825.1710513126195,2.0,2.0,2.0,1.0,7.0,0.0,1.0,585.9326742172859,,7155.911926499548,155.95612388715313,Y,Radiant,SBrkr,CBlock,Wood,Wood,Metal,AdjLand,5.0,,114418.47005796035
3868,Delta,Detached,8.0,3.0,2000,1975,1006.2602770915402,2049.578420598001,3.0,1.0,3.0,1.0,5.0,2.0,2.0,281.9417978313066,66.88474525011266,7364.29041573977,0.0,Y,Electric,Mix,PConc,Brick,Brick,Cedar,Abnorml,3.0,2019.0,253850.40299969996
3869,Downtown,Detached,5.0,4.0,1918,1980,757.9500363132695,2673.2114526841215,1.0,2.0,3.0,1.0,7.0,1.0,,370.9265564407481,67.48752029371694,10318.298461709413,81.86623115864533,Y,HeatPump,FuseP,CBlock,Stucco,Stucco,Cedar,Partial,9.0,2019.0,212587.3269493144
3870,Downtown,Duplex,5.0,4.0,2004,2010,1064.8679904511198,1957.0732068533916,2.0,1.0,4.0,1.0,5.0,0.0,2.0,716.7391726272991,46.575478484973104,12242.69420104145,0.0,Y,Gas,SBrkr,PConc,Wood,Wood,Metal,AdjLand,3.0,2022.0,115494.36614684938
3871,Surrey,Condo,8.0,6.0,1958,1976,947.523419127292,1476.3751549733204,1.0,1.0,3.0,1.0,7.0,3.0,2.0,103.54906074683925,80.59178124686564,13149.991723860358,0.0,Y,Electric,FuseA,PConc,Brick,Brick,Metal,Partial,9.0,2020.0,161950.9972030134
3872,Downtown,Duplex,5.0,9.0,1985,1965,440.16239154364473,1728.3037229362048,1.0,1.0,3.0,1.0,3.0,1.0,2.0,213.5786707935589,,7749.140566055113,0.0,Y,Radiant,FuseF,Stone,Vinyl,Vinyl,Cedar,Normal,6.0,2022.0,94635.30099929591
3873,Langley,Townhouse,8.0,7.0,1910,1990,1080.864651705344,1338.046321414661,1.0,1.0,3.0,1.0,6.0,2.0,2.0,18.346946062995414,57.15580008118338,11711.658717783033,8.270563760086233,Y,Gas,FuseA,Stone,Vinyl,Vinyl,Metal,Partial,7.0,2022.0,179997.61145221107
3874,Richmond,Townhouse,7.0,4.0,1949,-9223372036854775808,1253.0257353950049,2052.3016921964636,2.0,1.0,4.0,1.0,8.0,2.0,3.0,61.18528445631296,91.43574077114877,7031.246684926355,190.38909787532194,N,Electric,FuseF,CBlock,Wood,Wood,Asphalt,Partial,6.0,2023.0,187941.28083165534
3875,Surrey,Townhouse,6.0,4.0,1995,1965,857.7683048617457,1643.8363300777166,1.0,0.0,3.0,1.0,7.0,2.0,1.0,796.8436121547926,51.472866248482305,9672.702000977704,378.76405743655357,Y,Radiant,FuseF,Slab,Wood,Wood,Asphalt,Normal,7.0,2020.0,151395.33221024502
3876,Langley,BasementSuite,3.0,6.0,1985,2020,1141.5994914397932,2301.8508210009395,3.0,1.0,3.0,1.0,,,3.0,319.75810093358956,104.01026373983738,8137.235439195699,119.64727400940973,Y,HeatPump,SBrkr,PConc,Brick,Brick,TorchOn,Normal,4.0,2022.0,178110.23374860614
3877,NorthVan,Duplex,6.0,3.0,1937,1989,1087.8391910960574,1332.8428703870363,3.0,1.0,3.0,0.0,6.0,1.0,2.0,601.6349349783133,33.72222363153773,10254.919332566202,0.0,Y,Electric,Mix,Stone,Wood,Wood,Asphalt,Partial,11.0,2022.0,216737.46315109887
3878,NorthVan,Detached,6.0,4.0,1990,1990,1415.9222778997714,1364.0423505313395,1.0,1.0,3.0,1.0,4.0,0.0,1.0,703.6256312097319,30.226660826945583,7399.384792111766,90.4414835519987,Y,Gas,Mix,PConc,Wood,Wood,TorchOn,AdjLand,9.0,2021.0,238619.83893095862
3879,Richmond,Duplex,8.0,6.0,1945,1974,1013.7076622159641,1397.12282833562,3.0,1.0,3.0,1.0,6.0,0.0,0.0,752.7193486856434,70.59093985186318,6021.318447995376,39.60691971040382,Y,HeatPump,FuseA,BrkTil,Brick,Brick,Metal,Partial,4.0,2018.0,200798.29461762926
3880,Coquitlam,Duplex,8.0,4.0,1962,2005,1330.3821437060806,1245.1779530968338,0.0,2.0,4.0,2.0,2.0,2.0,0.0,467.88773103593564,59.68930599239497,13134.76879010091,126.94434169850904,N,HeatPump,FuseF,Slab,Brick,Brick,Cedar,Abnorml,5.0,2021.0,179703.04271923823
3881,Surrey,Townhouse,5.0,5.0,1934,2015,940.3265354633998,1779.8294509296793,2.0,1.0,2.0,1.0,5.0,1.0,3.0,605.9049450353357,41.36221602967315,10073.95648287179,66.92278324339132,Y,Electric,Mix,Stone,Brick,Brick,Asphalt,Normal,7.0,2022.0,163888.03215212008
3882,NewWest,Duplex,7.0,5.0,1980,-9223372036854775808,1738.5626865233162,1627.6309086279998,3.0,1.0,3.0,0.0,6.0,2.0,1.0,507.4632427811568,43.806978283693375,12199.240294433812,77.07267400683264,Y,Electric,FuseA,Slab,Vinyl,Vinyl,TorchOn,Abnorml,5.0,2020.0,174852.66271163156
3883,Langley,BasementSuite,7.0,5.0,2002,1997,897.1054404760393,1671.036048312168,3.0,1.0,3.0,1.0,5.0,0.0,2.0,492.23350972875346,49.44450867157168,6457.262600992645,,Y,HeatPump,SBrkr,Slab,Wood,Wood,Metal,Partial,4.0,2021.0,211914.93602914707
3884,NewWest,Condo,8.0,6.0,1996,1972,810.2503064836944,509.986458979399,2.0,1.0,4.0,1.0,5.0,1.0,2.0,372.9398456092263,67.03952376333204,10767.849766431797,186.5676941376114,Y,HeatPump,SBrkr,Slab,Stucco,Stucco,Cedar,Partial,8.0,2021.0,153587.94179525075
3885,Richmond,Condo,7.0,6.0,1942,2034,1014.8277581946218,1009.4913887782433,3.0,1.0,3.0,1.0,4.0,1.0,0.0,600.7135563704278,56.31397977064382,8823.984768467937,104.31603911545085,Y,Electric,FuseF,CBlock,Stucco,Stucco,Cedar,Abnorml,6.0,2020.0,135745.06653228644
3886,Burnaby,BasementSuite,3.0,6.0,1968,1978,795.1933830712995,1460.8980794588279,1.0,2.0,3.0,1.0,3.0,1.0,0.0,782.3027419469324,66.86126925372487,6094.199754811512,188.56096626510976,Y,HeatPump,Mix,PConc,Vinyl,Vinyl,Metal,Partial,6.0,2023.0,222854.01361438894
3887,Downtown,Townhouse,6.0,6.0,1922,1970,612.9702481371578,1559.8435706522077,2.0,1.0,4.0,1.0,6.0,3.0,2.0,522.3391501005736,48.09187318664303,9525.755725987476,211.34087134334723,N,HeatPump,FuseF,BrkTil,Vinyl,Vinyl,Cedar,Partial,6.0,2018.0,196318.6184483685
3888,Richmond,Duplex,4.0,6.0,2010,1997,1304.6608239902562,2304.0591693101187,2.0,2.0,4.0,1.0,8.0,0.0,3.0,799.77905088281,78.85731106848364,8644.768726920816,100.05304640965379,Y,Radiant,FuseF,CBlock,Brick,Brick,Asphalt,Abnorml,1.0,2021.0,146996.34288298956
3889,Burnaby,Condo,6.0,5.0,1970,1965,0.0,1024.0580656204331,2.0,0.0,2.0,1.0,4.0,1.0,2.0,859.0781500517644,79.98832989007558,12733.416888181106,0.0,Y,Radiant,FuseF,Slab,Brick,Brick,Cedar,Abnorml,12.0,2020.0,86098.78249026905
3890,Delta,Townhouse,7.0,3.0,1989,1977,798.8633254002118,936.8199367426611,3.0,2.0,2.0,1.0,3.0,1.0,3.0,529.7866673067927,71.88700288458993,10989.959742161847,0.0,Y,Radiant,FuseA,BrkTil,Wood,Wood,TorchOn,AdjLand,4.0,2019.0,139847.1039852984
